full_name,email_address,age,gender,phone_number,location,country,date_joined,lead_source,utm_campaign,utm_medium,notes,is_subscribed
  Jean Ryan  ,jean55@outlook.com,,F,(0117) 496 0483,Geraldinechester,UK,2023-08-11,email_capture,camp_340,,,True
  Aarnav Sura  ,,53,M,9116114644,Jodhpur,India,2022-10-04,email_capture,camp_295,cpc,follow up,True
  David Snow  ,david_snow@hotmail.com,32,M,, North Paul ,Singapore,2023-09-19,webinar_signup,,cpc,,True
  Elizabeth Williams  ,elizabeth_williams@hotmail.com,54,F,3957314196, Williamsside ,USA,2023-05-26,partner_import,camp_859,organic,do not contact,False
  Harshil Thaman  ,harshil84@email.com,43,F,+910975424738,Udaipur,India,2023-10-03,facebook_lead,camp_642,cpc,VIP,False
  Wridesh Taneja  ,wrideshtaneja@outlook.com,19,F,7487700788, Siliguri ,India,2023-12-09,facebook_lead,camp_899,email,,True
  Dawn Thompson  ,dawn.thompson@hotmail.com,46,M,288-835-6517x9624,Maryfurt,USA,2022-04-01,email_capture,camp_332,email,,False
,harini6@yahoo.com,26,Other,+915121808226,Aurangabad,India,2023-04-27,email_capture,,cpc,,False
  Darpan Rege  ,darpan.rege@gmail.com,37,M,6602865383, Jaunpur ,India,2022-02-01,google_form,camp_134,cpc,follow up,True
  Dev Rout  ,,,M,,Amroha,India,2022-09-07,webinar_signup,,email,,True
  Bryan Walsh  ,bryan_walsh@hotmail.com,36,F,+441914960737, Damiantown ,UK,2024-05-29,facebook_lead,camp_552,social,,False
,patrick.w@gmail.com,50,F,496-704-7842x170, South Douglasstad ,USA,2023-11-28,partner_import,camp_875,email,,False
  Chakradhar Korpal  ,chakradhar.k@outlook.com,39,M,, Visakhapatnam ,India,2022-06-30,webinar_signup,,,,True
  Bethany Sanchez  ,bethany49@outlook.com,47,M,+1-564-288-2089x3486,Taylorview,USA,2024-05-01,facebook_lead,,social,,True
  Yutika Keer  ,yutikakeer@gmail.com,30,M,08492674876,Tadepalligudem,India,2024-10-31,facebook_lead,camp_165,organic,follow up,False
  James Davies  ,jamesdavies@email.com,22,F,(0115) 4960972, Port Deniseland ,UK,2024-07-05,email_capture,camp_558,organic,,False
  Nimrat Palan  ,nimrat.p@yahoo.com,35,F,+917445657267, Karimnagar ,India,2023-04-02,email_capture,camp_377,email,follow up,False
  William Byrd  ,william.b@yahoo.com,,M,(03) 0678 8317, West Davidton ,Australia,2022-04-01,webinar_signup,camp_813,email,,True
  Anya Chakraborty  ,,45,M,8281794779, Delhi ,India,2022-04-14,google_form,camp_808,organic,,True
  Banjeet Hari  ,banjeet64@outlook.com,28,F,05220262693,Thrissur,India,2023-05-04,webinar_signup,camp_223,organic,VIP,True
  Jeremiah Ramachandran  ,jeremiah_ramachandran@email.com,37,M,4525733090, Rampur ,India,2023-04-07,partner_import,,email,,True
  Oliver Franklin  ,neeLiMAPURoHIt@OutlOok.COM,38,F,, Gillianton ,UK,2023-09-25,partner_import,camp_580,organic,,False
  Balveer Raj  ,balveerraj@email.com,38,M,+915168522476, Arrah ,India,2024-09-24,partner_import,camp_746,social,,True
  Maria Haas  ,maria.haas@hotmail.com,34,F,03 6519 9410, South Rachelmouth ,Australia,2023-01-12,partner_import,,email,,True
  Jason Dass  ,jason_dass@email.com,44,M,08379900536, Ghaziabad ,India,2022-01-01,google_form,,social,,True
  Randall Hernandez  ,randall.hernandez@email.com,22,F,001-387-599-1609x11413,Donnaburgh,USA,2022-06-23,google_form,camp_246,cpc,,False
  Oliver Bradley  ,oliver_bradley@outlook.com,,M,, Rachelville ,UK,2023-09-16,webinar_signup,camp_694,email,follow up,True
  Sathvik Hari  ,sathvik.h@yahoo.com,41,F,,Saharsa,India,2022-10-03,partner_import,camp_482,email,,False
  Vihaan Shroff  ,vihaan_shroff@email.com,,F,+913722593103, Chittoor ,India,2023-03-23,partner_import,,organic,,True
  Chatresh Amble  ,chatresh_amble@yahoo.com,41,F,9423403704, Jhansi ,India,2022-11-10,google_form,,email,follow up,True
  Neil Barton  ,neil.b@hotmail.com,19,M,+44(0)9098790002, West Sarah ,UK,2024-04-10,partner_import,camp_693,social,,True
  Viraj Hegde  ,virajhegde@hotmail.com,41,M,1883845612, Morbi ,India,2023-08-18,email_capture,camp_904,cpc,,True
  Karen Johnson  ,karen_johnson@yahoo.com,51,F,, Tammyton ,Canada,2023-03-06,partner_import,,cpc,follow up,False
  Alexander King  ,alexander_king@hotmail.com,33,F,335-989-3347 x212,South Billyview,Canada,2024-08-28,partner_import,,cpc,do not contact,False
  Advik Luthra  ,advik_luthra@email.com,,F,03719851769, Panvel ,India,2022-05-16,partner_import,camp_977,cpc,,False
  Rico Oestrovsky  ,rico.oestrovsky@hotmail.com,52,F,+49(0)6625324472, Schwabmünchen ,Germany,2022-05-08,email_capture,,cpc,,True
  Amol Raju  ,amol36@gmail.com,18,M,, Udupi ,India,2022-02-07,facebook_lead,camp_293,organic,do not contact,True
,jennifer.n@yahoo.com,18,F,+441184960155, North Joanne ,UK,2022-06-09,google_form,,organic,,False
  Nakul Saran  ,nakul_saran@outlook.com,32,F,00532739688,Tadepalligudem,India,2022-06-04,webinar_signup,camp_662,organic,VIP,True
  Yolanda Marks  ,yolandamarks@hotmail.com,20,M,001-661-733-7605x230,South Martintown,USA,2023-02-27,google_form,camp_665,social,,False
  Samarth Lall  ,samarth.l@hotmail.com,45,F,2883903979, Kadapa ,India,2024-08-02,webinar_signup,,email,,False
  Angela Anderson  ,angela29@yahoo.com,39,F,, Tylerside ,Canada,2022-09-26,email_capture,,organic,,False
,reneeward@hotmail.com,23,F,, Port Ashleyfurt ,USA,2024-02-12,webinar_signup,camp_222,cpc,,True
  Teerth Kakar  ,teerth.kakar@email.com,33,F,+915032198596,Mirzapur,India,2024-10-25,webinar_signup,camp_102,cpc,,True
  Faris Balan  ,,21,M,+915066686067, Bihar Sharif ,India,2024-07-10,partner_import,,social,,True
  Warda Sahni  ,warda.sahni@hotmail.com,38,M,01499863289, Tadepalligudem ,India,2024-08-04,partner_import,camp_825,cpc,do not contact,True
  Gaurav Acharya  ,,34,F,+918524276221, Nagercoil ,India,2023-07-26,facebook_lead,camp_986,email,VIP,True
  Elly Schmiedt  ,elly.schmiedt@outlook.com,45,F,+49(0) 476870146,Lüdenscheid,Germany,2024-07-03,email_capture,camp_278,,VIP,True
  Nandini Khurana  ,nandini.khurana@outlook.com,29,F,7439639949, Kavali ,India,2024-07-30,email_capture,,social,do not contact,False
  Bhavya Amble  ,bhavyaamble@hotmail.com,20,F,, Nandyal ,India,2022-01-31,webinar_signup,,social,,True
,dalbir51@email.com,,M,03002102736, Korba ,India,2023-03-23,email_capture,camp_376,,VIP,False
  Oliver Panchal  ,oliver89@gmail.com,,M,6732234874,Khora ,India,2022-01-21,partner_import,camp_427,email,VIP,True
  Megan Harrison  ,megan11@hotmail.com,40,M,, Whitakerberg ,USA,2024-10-04,partner_import,camp_378,social,do not contact,False
  Tracey Hunt  ,tracey_hunt@gmail.com,40,F,, North Wayne ,UK,2022-11-21,facebook_lead,,email,,True
  Dhruv Sandhu  ,dhruv.s@gmail.com,31,M,6019109048, Tenali ,India,2022-08-02,google_form,,,,True
  Collin Miller  ,collin_miller@hotmail.com,37,M,868-513-5926x648, Hortonside ,USA,2022-12-02,google_form,,,follow up,True
  Michael Bowers  ,michael_bowers@email.com,29,F,1 (983) 281-8268, Davisbury ,Canada,2022-05-07,email_capture,,cpc,follow up,True
  Arin Sathe  ,arin74@hotmail.com,58,M,+912644789378, Srikakulam ,India,2022-11-22,webinar_signup,,organic,follow up,False
  Scott Conrad  ,scottconrad@gmail.com,38,,(494)415-5945x0119, Port Gracefort ,USA,2022-06-11,partner_import,,cpc,do not contact,True
  Hans-Walter Seifert  ,hans-walter.seifert@gmail.com,,M,03806 57875, Kyritz ,Germany,2024-08-28,google_form,,organic,,True
  Janani Mammen  ,janani.m@outlook.com,41,F,+917609093716, Ambarnath ,India,2023-11-03,facebook_lead,camp_318,organic,,False
  Jurij Girschner  ,jurij.g@email.com,35,M,+49(0)5930407859,Ebern,Germany,2022-06-28,partner_import,,social,,True
  Bethan Wood  ,,48,M,0909 879 0216,Robertsmouth,UK,2023-11-13,webinar_signup,camp_281,social,,True
  Nicole Alvarado  ,nicole9@gmail.com,18,M,1 (654) 398-7801, Allenbury ,Canada,2022-06-29,email_capture,camp_612,social,do not contact,True
,lisa63@email.com,,F,(02).0702.9667, Port Feliciaburgh ,Australia,2022-07-22,facebook_lead,,organic,,False
  Virginia Sanchez  ,virginia36@email.com,38,F,(805)511-7160x3988, Edwardschester ,USA,2022-05-13,webinar_signup,camp_894,social,,False
  Theresa Holland  ,theresa.h@gmail.com,48,M,989-245-5906,North Brookeshire,USA,2022-03-22,email_capture,camp_712,cpc,VIP,True
  Hritik Atwal  ,hritikatwal@gmail.com,52,M,05734669447,Muzaffarpur,India,2024-07-22,facebook_lead,camp_428,social,follow up,False
  Michael Odonnell  ,michaelodonnell@outlook.com,57,M,(07) 7209 9934, Jenkinsside ,Australia,2023-06-28,partner_import,,social,do not contact,False
  Jeremy Talbot  ,,32,M,+44306 9990590, South Holly ,UK,2024-02-24,partner_import,,,,False
  Kevin Taylor  ,kevin41@yahoo.com,38,F,894.220.4664x89667,Kristinaview,USA,2023-03-27,facebook_lead,camp_490,,,True
  Ridhi Bhandari  ,,43,M,5289056651,Mango,India,2022-08-10,webinar_signup,camp_237,,,True
  Nathan Shah  ,nathan15@hotmail.com,26,M,(0151) 4960014, Jameshaven ,UK,2023-03-10,webinar_signup,,email,,False
  Evan Wilkins  ,,37,F,, South Davidstad ,USA,2024-06-13,email_capture,,email,do not contact,True
  Caroline Andrade  ,caroline.a@yahoo.com,26,M,666.793.4654x72269, East Jason ,Singapore,2022-09-09,google_form,camp_522,organic,,True
  Timothy Miller  ,timothymiller@hotmail.com,20,M,+61 3 6383 8065, Stephensfort ,Australia,2023-09-30,google_form,camp_392,organic,,False
  Melissa Wood  ,melissa.wood@hotmail.com,38,M,+44(0)117 496 0588, South Irenebury ,UK,2023-06-30,partner_import,camp_709,email,follow up,False
  Jonathan Sullivan  ,,25,M,(522)265-4016x5995, Lake Sarahchester ,USA,2022-09-21,facebook_lead,,social,,False
  Ethan Lopez  ,ethan28@gmail.com,30,F,(824)427-6774,Christinafurt,USA,2024-06-02,partner_import,camp_480,organic,,True
  Susan Fleming  ,susanfleming@yahoo.com,66,F,1 (961) 648-4085,Tuckerport,Canada,2023-03-22,facebook_lead,camp_747,cpc,do not contact,True
  Chavvi Sengupta  ,chavvi51@yahoo.com,20,F,01988837434,Varanasi,India,2022-06-10,partner_import,,organic,,True
  Hayley Ward  ,hayley_ward@hotmail.com,30,M,(029)2018628, North Carlyburgh ,UK,2023-12-13,partner_import,camp_603,social,,False
  Leanne Baker  ,leanne.b@gmail.com,54,F,, Pottermouth ,UK,2024-07-27,facebook_lead,camp_400,cpc,follow up,True
  Neha Trivedi  ,nehatrivedi@yahoo.com,52,M,09380625023,Sasaram,India,2023-07-04,google_form,,cpc,,True
  Madhavi Mand  ,madhavi.mand@outlook.com,53,M,09243435486,Belgaum,India,2024-07-09,webinar_signup,,social,,False
  Isaac Grover  ,,34,F,, Bhagalpur ,India,2024-05-17,webinar_signup,camp_404,organic,,True
  Ganga Mukherjee  ,ganga.mukherjee@email.com,25,M,, Rampur ,India,2023-06-15,webinar_signup,camp_439,email,,True
  Ricky Parker  ,,35,Other,+44(0)117 496 0866,North Kelly,UK,2023-05-02,google_form,camp_317,social,,True
  Ridhi Majumdar  ,ridhi_majumdar@yahoo.com,18,M,06911612215, Patiala ,India,2024-10-25,email_capture,,cpc,do not contact,True
  Rachel Lee  ,rachel.lee@yahoo.com,30,M,(911) 288-0133 x613,Lucasland,Canada,2022-01-09,email_capture,,email,,True
  Maurice Cunningham  ,maurice.cunningham@gmail.com,48,,(08).4205.9304, St. Alyssashire ,Australia,2022-11-18,google_form,camp_812,social,,False
  Nidhi Munshi  ,nidhimunshi@gmail.com,45,M,08681900415, Thrissur ,India,2022-12-13,webinar_signup,camp_755,cpc,,True
  Tarak Pradhan  ,tarakpradhan@hotmail.com,43,F,+918660138550, Rourkela ,India,2023-11-13,google_form,camp_615,social,,True
  Jennifer Parks  ,jennifer.p@yahoo.com,53,F,, New Danielfurt ,Singapore,2022-04-11,facebook_lead,camp_912,cpc,do not contact,False
  Hamsini Subramaniam  ,hamsini.s@email.com,41,F,+918010124571, Dindigul ,India,2022-04-11,partner_import,camp_474,,,True
  Eckhardt Hentschel  ,eckhardt48@hotmail.com,,F,(03480) 39652, Germersheim ,Germany,2022-11-28,google_form,camp_394,organic,,False
  Christopher Rajan  ,,33,F,1949991365,Raurkela Industrial Township,India,2022-04-04,webinar_signup,camp_156,cpc,do not contact,False
  Gayathri Dara  ,gayathri.dara@gmail.com,44,F,1939687186,Solapur,India,2024-02-04,facebook_lead,camp_545,email,follow up,True
  Deborah Junck  ,deborah.j@yahoo.com,28,M,09059929378,Eisenach,Germany,2022-02-13,google_form,,cpc,follow up,False
  Louise Roberts  ,louiseroberts@yahoo.com,,F,+44151 496 0177, Terencefort ,UK,2024-06-23,google_form,,email,,True
  Vasudha Amble  ,vasudha94@yahoo.com,,M,0492932850, Salem ,India,2023-11-27,facebook_lead,,email,follow up,False
  Dustin Santiago  ,dustin_santiago@email.com,18,M,242.744.2043, Garciaside ,Singapore,2022-04-16,facebook_lead,,social,,True
  Pahal Chacko  ,pahalchacko@outlook.com,47,M,+919332134952,Kalyan-Dombivli,India,2024-04-02,facebook_lead,,cpc,,True
  Anthony Miller  ,anthony.miller@outlook.com,33,F,211-358-4886x008, Chapmanfurt ,USA,2024-02-03,email_capture,,cpc,,True
  Timothy Simpson  ,,47,F,, Taylorchester ,USA,2024-08-12,facebook_lead,,organic,,True
  Alka Barman  ,alka98@hotmail.com,47,F,0371775885, Bhatpara ,India,2023-11-24,facebook_lead,camp_779,cpc,,True
  Saumya Kumer  ,saumya_kumer@outlook.com,54,M,0661126203, Munger ,India,2023-02-25,partner_import,camp_298,email,,True
  Kamala Borah  ,kamala.borah@outlook.com,22,M,05712118601, Bhilai ,India,2022-07-10,partner_import,camp_138,email,,False
  Karan Karpe  ,karankarpe@outlook.com,27,M,9933025598, Amaravati ,India,2022-11-22,partner_import,camp_831,organic,VIP,False
  Laura Farrell  ,,32,M,+1-561-821-2038x4375, Heatherfurt ,USA,2024-09-24,google_form,,organic,,True
  Michelle Patel  ,michelle52@yahoo.com,31,M,585.725.4824x218, Michaelview ,USA,2022-03-25,google_form,camp_448,cpc,,True
  Michelle Newton  ,michelle.n@outlook.com,,F,, Lake Johnmouth ,Singapore,2022-04-12,partner_import,,social,,False
  Krishna Bhargava  ,krishna78@gmail.com,22,Other,02314596889,Jaipur,India,2023-03-19,google_form,camp_415,,,True
  Lila Chokshi  ,lila.chokshi@email.com,22,M,, Dhanbad ,India,2023-05-02,partner_import,camp_849,social,,False
  Teerth Sami  ,teerth3@outlook.com,18,M,+918164180446,Hosur,India,2022-08-25,partner_import,camp_726,cpc,,True
  Adeline Bender  ,EKAVIR_BANIK@EMAIL.COM,26,Other,+49(0)0393 087059, Darmstadt ,Germany,2022-02-22,webinar_signup,camp_789,email,follow up,True
  Brandon Lowe  ,brandonlowe@yahoo.com,42,M,, Flemingland ,USA,2022-06-24,facebook_lead,,email,follow up,True
  Shannon Santana  ,shannon_santana@yahoo.com,53,M,(333)942-7203x8862, Jenniferside ,USA,2022-08-06,google_form,,social,VIP,False
  Hilary Brown  ,hilarybrown@hotmail.com,36,M,, Port Georgeport ,UK,2022-12-27,webinar_signup,,email,follow up,False
  Miodrag Trupp  ,miodrag_trupp@email.com,26,M,+49 (0) 5002 921851, Vilsbiburg ,Germany,2022-09-21,partner_import,,email,,True
  Faqid Tata  ,faqid.tata@hotmail.com,38,F,+914083469544, Ludhiana ,India,2022-12-05,email_capture,camp_286,social,follow up,False
  Natasha Moore  ,natashamoore@outlook.com,42,M,+44(0)289018755, Port Francismouth ,UK,2023-06-24,webinar_signup,camp_378,social,follow up,True
  Netra Apte  ,netra_apte@outlook.com,18,F,5806274566,Tadipatri,India,2024-04-22,webinar_signup,camp_244,organic,,True
  Theres Spieß  ,theres.s@hotmail.com,33,M,0915452267, Eisenach ,Germany,2022-06-29,facebook_lead,,cpc,do not contact,True
  Yvonne Dickson  ,yvonne4@outlook.com,31,,33480396, Savannahburgh ,Australia,2022-02-13,webinar_signup,camp_401,email,,True
  Maria Pruitt  ,maria_pruitt@yahoo.com,18,M,001-459-389-3347x212,Williamsview,Singapore,2023-12-17,email_capture,camp_824,email,follow up,True
,bruce_bradford@gmail.com,27,M,+1-463-604-5306x935, West Melanie ,USA,2024-03-10,email_capture,,social,,True
  Ijaya Baria  ,ijaya.b@yahoo.com,30,M,04294142904, Malda ,India,2024-09-11,webinar_signup,camp_617,cpc,,True
  Saanvi Sankar  ,saanvi.sankar@outlook.com,42,M,+915384766919, Jammu ,India,2024-08-26,email_capture,camp_485,email,,False
  Chaitanya Char  ,chaitanyachar@gmail.com,40,F,, Ballia ,India,2022-10-27,partner_import,camp_889,,,False
  Julie Hernandez  ,julie.hernandez@yahoo.com,29,F,750-110-2481 x934, Hayesfurt ,Canada,2022-06-23,email_capture,,email,,False
  Mohamed Moore  ,mohamed_moore@yahoo.com,33,F,0289018975, Clarkbury ,UK,2022-07-21,facebook_lead,camp_149,email,,True
  Akshay Desai  ,EMMA.STANTON@HOTMAIL.COM,19,F,6297611662,Raebareli,India,2023-03-14,google_form,camp_973,email,,False
  Abhiram Gupta  ,abhiram.g@yahoo.com,46,F,09824689670,Tenali,India,2024-03-28,email_capture,camp_112,organic,do not contact,True
,nicole.smith@yahoo.com,46,F,001-718-416-7784x816, Jonathanstad ,USA,2022-06-08,webinar_signup,camp_927,social,,True
  Kala Radhakrishnan  ,kala.r@hotmail.com,69,F,+917740215723,Siliguri,India,2023-01-31,email_capture,camp_712,email,follow up,False
  Ekantika Divan  ,ekantika.d@yahoo.com,39,M,02352560085,Ghaziabad,India,2022-11-04,partner_import,camp_551,,,False
  Madhavi Bhatnagar  ,,28,F,02150520535, Chandigarh ,India,2023-03-05,webinar_signup,camp_300,,VIP,False
  Raghav Dani  ,raghav.dani@gmail.com,38,M,4560599342,Jalgaon,India,2022-07-15,email_capture,camp_613,,,True
  Jonathan Dasgupta  ,jonathan.dasgupta@outlook.com,33,F,+919129443141, Ludhiana ,India,2022-10-02,partner_import,camp_938,email,,True
  Jose Simmons  ,jose.simmons@outlook.com,53,M,+1-938-351-7993, Lake Ginamouth ,USA,2024-08-18,webinar_signup,camp_181,social,,True
  Vedika Vala  ,vedika_vala@email.com,20,M,+914377982402,Raipur,India,2024-02-11,partner_import,,cpc,,True
  Prisha Wali  ,prisha_wali@outlook.com,48,F,+913137998181,Kalyan-Dombivli,India,2023-07-04,partner_import,camp_387,organic,,True
  John Larson  ,,,F,(887)488-4869,West Victoriamouth,USA,2022-04-07,facebook_lead,camp_804,organic,,True
  Leela Dora  ,leeladora@email.com,38,F,02657896355, Bidhannagar ,India,2023-03-21,webinar_signup,camp_274,,,False
  Timothy Warner  ,timothywarner@hotmail.com,49,M,614.472.4630x1986, Davidborough ,USA,2022-05-15,email_capture,camp_230,organic,,False
  Ryan Smith  ,ryan88@hotmail.com,43,M,280.919.0158, Kristinport ,Canada,2023-03-11,email_capture,,email,,False
  Imelda Rörricht  ,imelda.rörricht@gmail.com,45,F,(05392) 644220,Reutlingen,Germany,2024-10-18,google_form,camp_457,cpc,do not contact,True
  Paul Cook  ,paul.c@gmail.com,37,F,+448081570488, Ritaville ,UK,2024-03-14,email_capture,camp_373,organic,follow up,False
  Marie Wong  ,marie_wong@email.com,26,F,001-372-983-3912, South Samanthaburgh ,USA,2023-12-11,partner_import,,,follow up,True
  Angela Anderson  ,angela30@hotmail.com,35,F,001-240-657-2025,Tylerside,Singapore,2023-01-10,facebook_lead,,social,VIP,False
  Jordan Wheeler  ,jordan_wheeler@gmail.com,34,F,+44161 496 0261,Kathrynborough,UK,2024-06-11,facebook_lead,camp_441,email,do not contact,True
  Barkha Palan  ,barkha.palan@hotmail.com,35,M,+916348882372, Bijapur ,India,2023-06-09,webinar_signup,,organic,follow up,True
  Chakrika Grewal  ,chakrika.grewal@outlook.com,,F,+915351178828,Bathinda,India,2022-06-06,email_capture,camp_781,email,,False
  Antonino Gnatz  ,antoninognatz@yahoo.com,24,F,, Herzberg ,Germany,2023-06-30,facebook_lead,camp_734,social,,True
  Chakradhar Krish  ,chakradhar.k@outlook.com,18,F,05538828720, Gandhidham ,India,2024-03-20,webinar_signup,,,,True
  Mekhala Solanki  ,mekhalasolanki@outlook.com,35,F,06608288745,Vijayawada,India,2022-07-10,facebook_lead,camp_590,social,do not contact,False
  Catherine Campbell  ,catherine_campbell@hotmail.com,30,M,566-072-8326 x842,Susantown,Canada,2024-04-05,webinar_signup,,cpc,VIP,True
,kaibhakta@outlook.com,36,M,7531368593,Serampore,India,2023-11-18,partner_import,,email,,True
  Laban Randhawa  ,labanrandhawa@email.com,48,M,+911074144301, Munger ,India,2022-05-04,facebook_lead,,cpc,,True
  Sherry Knight  ,sherry_knight@email.com,45,Other,(388)209-8322, North Jacobburgh ,USA,2022-11-26,facebook_lead,camp_329,,VIP,True
  Finn Mall  ,finn25@hotmail.com,29,M,05299645744,Kakinada,India,2022-11-20,email_capture,,,,True
  Michael Bowers  ,michaelbowers@gmail.com,23,F,583-528-1826x88615, Markport ,Singapore,2024-10-21,email_capture,,email,VIP,False
